M0	BOS/EOS,*,*,*,*,*,*
V534	動詞,非自立,*,*,一段,体言接続特殊,そこねる
V535	動詞,非自立,*,*,一段,体言接続特殊,そびれる
V536	動詞,非自立,*,*,一段,体言接続特殊,たげる
V537	動詞,非自立,*,*,一段,体言接続特殊,つける
V538	動詞,非自立,*,*,一段,体言接続特殊,つづける
V539	動詞,非自立,*,*,一段,体言接続特殊,づける
V540	動詞,非自立,*,*,一段,体言接続特殊,てる
V541	動詞,非自立,*,*,一段,体言接続特殊,できる
V542	動詞,非自立,*,*,一段,体言接続特殊,でる
V543	動詞,非自立,*,*,一段,体言接続特殊,のける
V544	動詞,非自立,*,*,一段,体言接続特殊,はじめる
V545	動詞,非自立,*,*,一段,体言接続特殊,みせる
V546	動詞,非自立,*,*,一段,体言接続特殊,みる
V547	動詞,非自立,*,*,一段,体言接続特殊,もらえる
V548	動詞,非自立,*,*,一段,体言接続特殊,る
V549	動詞,非自立,*,*,一段,体言接続特殊,上げる
V550	動詞,非自立,*,*,一段,体言接続特殊,代える
V551	動詞,非自立,*,*,一段,体言接続特殊,切れる
V552	動詞,非自立,*,*,一段,体言接続特殊,変える
V553	動詞,非自立,*,*,一段,体言接続特殊,始める
V554	動詞,非自立,*,*,一段,体言接続特殊,得る
V555	動詞,非自立,*,*,一段,体言接続特殊,忘れる
V556	動詞,非自立,*,*,一段,体言接続特殊,惚れる
V557	動詞,非自立,*,*,一段,体言接続特殊,振れる
V558	動詞,非自立,*,*,一段,体言接続特殊,換える
V559	動詞,非自立,*,*,一段,体言接続特殊,替える
V560	動詞,非自立,*,*,一段,体言接続特殊,枯れる
V561	動詞,非自立,*,*,一段,体言接続特殊,染みる
V562	動詞,非自立,*,*,一段,体言接続特殊,終える
V563	動詞,非自立,*,*,一段,体言接続特殊,続ける
V564	動詞,非自立,*,*,一段,体言接続特殊,過ぎる
V565	動詞,非自立,*,*,一段,体言接続特殊,願える
V566	動詞,非自立,*,*,一段,命令ｒｏ,あげる
V567	動詞,非自立,*,*,一段,命令ｒｏ,いける
V568	動詞,非自立,*,*,一段,命令ｒｏ,いる
V569	動詞,非自立,*,*,一段,命令ｒｏ,える
V570	動詞,非自立,*,*,一段,命令ｒｏ,かえる
V571	動詞,非自立,*,*,一段,命令ｒｏ,かける
V572	動詞,非自立,*,*,一段,命令ｒｏ,かねる
V573	動詞,非自立,*,*,一段,命令ｒｏ,きれる
V574	動詞,非自立,*,*,一段,命令ｒｏ,すぎる
V575	動詞,非自立,*,*,一段,命令ｒｏ,そこねる
V576	動詞,非自立,*,*,一段,命令ｒｏ,そびれる
V577	動詞,非自立,*,*,一段,命令ｒｏ,たげる
V578	動詞,非自立,*,*,一段,命令ｒｏ,つける
V579	動詞,非自立,*,*,一段,命令ｒｏ,つづける
V580	動詞,非自立,*,*,一段,命令ｒｏ,づける
V581	動詞,非自立,*,*,一段,命令ｒｏ,てる
V582	動詞,非自立,*,*,一段,命令ｒｏ,できる
V583	動詞,非自立,*,*,一段,命令ｒｏ,でる
V584	動詞,非自立,*,*,一段,命令ｒｏ,のける
V585	動詞,非自立,*,*,一段,命令ｒｏ,はじめる
V586	動詞,非自立,*,*,一段,命令ｒｏ,みせる
V587	動詞,非自立,*,*,一段,命令ｒｏ,みる
V588	動詞,非自立,*,*,一段,命令ｒｏ,もらえる
V589	動詞,非自立,*,*,一段,命令ｒｏ,る
V590	動詞,非自立,*,*,一段,命令ｒｏ,上げる
V591	動詞,非自立,*,*,一段,命令ｒｏ,代える
V592	動詞,非自立,*,*,一段,命令ｒｏ,切れる
V593	動詞,非自立,*,*,一段,命令ｒｏ,変える
V594	動詞,非自立,*,*,一段,命令ｒｏ,始める
V595	動詞,非自立,*,*,一段,命令ｒｏ,得る
V596	動詞,非自立,*,*,一段,命令ｒｏ,忘れる
V597	動詞,非自立,*,*,一段,命令ｒｏ,惚れる
V598	動詞,非自立,*,*,一段,命令ｒｏ,振れる
V599	動詞,非自立,*,*,一段,命令ｒｏ,換える
V600	動詞,非自立,*,*,一段,命令ｒｏ,替える
V601	動詞,非自立,*,*,一段,命令ｒｏ,枯れる
V602	動詞,非自立,*,*,一段,命令ｒｏ,染みる
V603	動詞,非自立,*,*,一段,命令ｒｏ,終える
V604	動詞,非自立,*,*,一段,命令ｒｏ,続ける
V605	動詞,非自立,*,*,一段,命令ｒｏ,過ぎる
V606	動詞,非自立,*,*,一段,命令ｒｏ,願える
V607	動詞,非自立,*,*,一段,命令ｙｏ,あげる
V608	動詞,非自立,*,*,一段,命令ｙｏ,いける
V609	動詞,非自立,*,*,一段,命令ｙｏ,いる
V610	動詞,非自立,*,*,一段,命令ｙｏ,える
V611	動詞,非自立,*,*,一段,命令ｙｏ,かえる
V612	動詞,非自立,*,*,一段,命令ｙｏ,かける
V613	動詞,非自立,*,*,一段,命令ｙｏ,かねる
V614	動詞,非自立,*,*,一段,命令ｙｏ,きれる
V615	動詞,非自立,*,*,一段,命令ｙｏ,すぎる
V616	動詞,非自立,*,*,一段,命令ｙｏ,そこねる
V617	動詞,非自立,*,*,一段,命令ｙｏ,そびれる
V618	動詞,非自立,*,*,一段,命令ｙｏ,たげる
V619	動詞,非自立,*,*,一段,命令ｙｏ,つける
V620	動詞,非自立,*,*,一段,命令ｙｏ,つづける
V621	動詞,非自立,*,*,一段,命令ｙｏ,づける
V622	動詞,非自立,*,*,一段,命令ｙｏ,てる
V623	動詞,非自立,*,*,一段,命令ｙｏ,できる
V624	動詞,非自立,*,*,一段,命令ｙｏ,でる
V625	動詞,非自立,*,*,一段,命令ｙｏ,のける
V626	動詞,非自立,*,*,一段,命令ｙｏ,はじめる
V627	動詞,非自立,*,*,一段,命令ｙｏ,みせる
V628	動詞,非自立,*,*,一段,命令ｙｏ,みる
V629	動詞,非自立,*,*,一段,命令ｙｏ,もらえる
V630	動詞,非自立,*,*,一段,命令ｙｏ,る
V631	動詞,非自立,*,*,一段,命令ｙｏ,上げる
V632	動詞,非自立,*,*,一段,命令ｙｏ,代える
V633	動詞,非自立,*,*,一段,命令ｙｏ,切れる
V634	動詞,非自立,*,*,一段,命令ｙｏ,変える
V635	動詞,非自立,*,*,一段,命令ｙｏ,始める
V636	動詞,非自立,*,*,一段,命令ｙｏ,得る
V637	動詞,非自立,*,*,一段,命令ｙｏ,忘れる
V638	動詞,非自立,*,*,一段,命令ｙｏ,惚れる
V639	動詞,非自立,*,*,一段,命令ｙｏ,振れる
V640	動詞,非自立,*,*,一段,命令ｙｏ,換える
V641	動詞,非自立,*,*,一段,命令ｙｏ,替える
V642	動詞,非自立,*,*,一段,命令ｙｏ,枯れる
V643	動詞,非自立,*,*,一段,命令ｙｏ,染みる
V644	動詞,非自立,*,*,一段,命令ｙｏ,終える
V645	動詞,非自立,*,*,一段,命令ｙｏ,続ける
V646	動詞,非自立,*,*,一段,命令ｙｏ,過ぎる
V647	動詞,非自立,*,*,一段,命令ｙｏ,願える
V648	動詞,非自立,*,*,一段,基本形,あげる
V649	動詞,非自立,*,*,一段,基本形,いける
V650	動詞,非自立,*,*,一段,基本形,いる
V651	動詞,非自立,*,*,一段,基本形,える
V652	動詞,非自立,*,*,一段,基本形,かえる
V653	動詞,非自立,*,*,一段,基本形,かける
V654	動詞,非自立,*,*,一段,基本形,かねる
V655	動詞,非自立,*,*,一段,基本形,きれる
V656	動詞,非自立,*,*,一段,基本形,すぎる
V657	動詞,非自立,*,*,一段,基本形,そこねる
V658	動詞,非自立,*,*,一段,基本形,そびれる
V659	動詞,非自立,*,*,一段,基本形,たげる
V660	動詞,非自立,*,*,一段,基本形,つける
V661	動詞,非自立,*,*,一段,基本形,つづける
V662	動詞,非自立,*,*,一段,基本形,づける
V663	動詞,非自立,*,*,一段,基本形,てる
V664	動詞,非自立,*,*,一段,基本形,できる
V665	動詞,非自立,*,*,一段,基本形,でる
V666	動詞,非自立,*,*,一段,基本形,のける
V667	動詞,非自立,*,*,一段,基本形,はじめる
V668	動詞,非自立,*,*,一段,基本形,みせる
V669	動詞,非自立,*,*,一段,基本形,みる
V670	動詞,非自立,*,*,一段,基本形,もらえる
V671	動詞,非自立,*,*,一段,基本形,る
V672	動詞,非自立,*,*,一段,基本形,上げる
V673	動詞,非自立,*,*,一段,基本形,代える
V674	動詞,非自立,*,*,一段,基本形,切れる
V675	動詞,非自立,*,*,一段,基本形,変える
V676	動詞,非自立,*,*,一段,基本形,始める
V677	動詞,非自立,*,*,一段,基本形,得る
V678	動詞,非自立,*,*,一段,基本形,忘れる
V679	動詞,非自立,*,*,一段,基本形,惚れる
V680	動詞,非自立,*,*,一段,基本形,振れる
V681	動詞,非自立,*,*,一段,基本形,換える
V682	動詞,非自立,*,*,一段,基本形,替える
V683	動詞,非自立,*,*,一段,基本形,枯れる
V684	動詞,非自立,*,*,一段,基本形,染みる
V685	動詞,非自立,*,*,一段,基本形,終える
V686	動詞,非自立,*,*,一段,基本形,続ける
V687	動詞,非自立,*,*,一段,基本形,過ぎる
V688	動詞,非自立,*,*,一段,基本形,願える
V689	動詞,非自立,*,*,一段,未然ウ接続,あげる
V690	動詞,非自立,*,*,一段,未然ウ接続,いける
V691	動詞,非自立,*,*,一段,未然ウ接続,いる
V692	動詞,非自立,*,*,一段,未然ウ接続,える
V693	動詞,非自立,*,*,一段,未然ウ接続,かえる
V694	動詞,非自立,*,*,一段,未然ウ接続,かける
V695	動詞,非自立,*,*,一段,未然ウ接続,かねる
V696	動詞,非自立,*,*,一段,未然ウ接続,きれる
V697	動詞,非自立,*,*,一段,未然ウ接続,すぎる
V698	動詞,非自立,*,*,一段,未然ウ接続,そこねる
V699	動詞,非自立,*,*,一段,未然ウ接続,そびれる
V700	動詞,非自立,*,*,一段,未然ウ接続,たげる
V701	動詞,非自立,*,*,一段,未然ウ接続,つける
V702	動詞,非自立,*,*,一段,未然ウ接続,つづける
V703	動詞,非自立,*,*,一段,未然ウ接続,づける
V704	動詞,非自立,*,*,一段,未然ウ接続,てる
V705	動詞,非自立,*,*,一段,未然ウ接続,できる
V706	動詞,非自立,*,*,一段,未然ウ接続,でる
V707	動詞,非自立,*,*,一段,未然ウ接続,のける
V708	動詞,非自立,*,*,一段,未然ウ接続,はじめる
V709	動詞,非自立,*,*,一段,未然ウ接続,みせる
V710	動詞,非自立,*,*,一段,未然ウ接続,みる
V711	動詞,非自立,*,*,一段,未然ウ接続,もらえる
V712	動詞,非自立,*,*,一段,未然ウ接続,る
V713	動詞,非自立,*,*,一段,未然ウ接続,上げる
V714	動詞,非自立,*,*,一段,未然ウ接続,代える
V715	動詞,非自立,*,*,一段,未然ウ接続,切れる
V716	動詞,非自立,*,*,一段,未然ウ接続,変える
V717	動詞,非自立,*,*,一段,未然ウ接続,始める
V718	動詞,非自立,*,*,一段,未然ウ接続,得る
V719	動詞,非自立,*,*,一段,未然ウ接続,忘れる
V720	動詞,非自立,*,*,一段,未然ウ接続,惚れる
V721	動詞,非自立,*,*,一段,未然ウ接続,振れる
V722	動詞,非自立,*,*,一段,未然ウ接続,換える
V723	動詞,非自立,*,*,一段,未然ウ接続,替える
V724	動詞,非自立,*,*,一段,未然ウ接続,枯れる
V725	動詞,非自立,*,*,一段,未然ウ接続,染みる
V726	動詞,非自立,*,*,一段,未然ウ接続,終える
V727	動詞,非自立,*,*,一段,未然ウ接続,続ける
V728	動詞,非自立,*,*,一段,未然ウ接続,過ぎる
V729	動詞,非自立,*,*,一段,未然ウ接続,願える
V730	動詞,非自立,*,*,一段,未然形,あげる
V731	動詞,非自立,*,*,一段,未然形,いける
V732	動詞,非自立,*,*,一段,未然形,いる
V733	動詞,非自立,*,*,一段,未然形,える
V734	動詞,非自立,*,*,一段,未然形,かえる
V735	動詞,非自立,*,*,一段,未然形,かける
V736	動詞,非自立,*,*,一段,未然形,かねる
V737	動詞,非自立,*,*,一段,未然形,きれる
V738	動詞,非自立,*,*,一段,未然形,すぎる
V739	動詞,非自立,*,*,一段,未然形,そこねる
V740	動詞,非自立,*,*,一段,未然形,そびれる
V741	動詞,非自立,*,*,一段,未然形,たげる
V742	動詞,非自立,*,*,一段,未然形,つける
V743	動詞,非自立,*,*,一段,未然形,つづける
V744	動詞,非自立,*,*,一段,未然形,づける
V745	動詞,非自立,*,*,一段,未然形,てる
V746	動詞,非自立,*,*,一段,未然形,できる
V747	動詞,非自立,*,*,一段,未然形,でる
V748	動詞,非自立,*,*,一段,未然形,のける
V749	動詞,非自立,*,*,一段,未然形,はじめる
V750	動詞,非自立,*,*,一段,未然形,みせる
V751	動詞,非自立,*,*,一段,未然形,みる
V752	動詞,非自立,*,*,一段,未然形,もらえる
V753	動詞,非自立,*,*,一段,未然形,上げる
V754	動詞,非自立,*,*,一段,未然形,代える
V755	動詞,非自立,*,*,一段,未然形,切れる
V756	動詞,非自立,*,*,一段,未然形,変える
V757	動詞,非自立,*,*,一段,未然形,始める
V758	動詞,非自立,*,*,一段,未然形,得る
V759	動詞,非自立,*,*,一段,未然形,忘れる
V760	動詞,非自立,*,*,一段,未然形,惚れる
V761	動詞,非自立,*,*,一段,未然形,振れる
V762	動詞,非自立,*,*,一段,未然形,換える
V763	動詞,非自立,*,*,一段,未然形,替える
V764	動詞,非自立,*,*,一段,未然形,枯れる
V765	動詞,非自立,*,*,一段,未然形,染みる
V766	動詞,非自立,*,*,一段,未然形,終える
V767	動詞,非自立,*,*,一段,未然形,続ける
V768	動詞,非自立,*,*,一段,未然形,過ぎる
V769	動詞,非自立,*,*,一段,未然形,願える
V770	動詞,非自立,*,*,一段,連用形,あげる
V771	動詞,非自立,*,*,一段,連用形,いける
V772	動詞,非自立,*,*,一段,連用形,いる
V773	動詞,非自立,*,*,一段,連用形,える
V774	動詞,非自立,*,*,一段,連用形,かえる
V775	動詞,非自立,*,*,一段,連用形,かける
V776	動詞,非自立,*,*,一段,連用形,かねる
V777	動詞,非自立,*,*,一段,連用形,きれる
V778	動詞,非自立,*,*,一段,連用形,すぎる
V779	動詞,非自立,*,*,一段,連用形,そこねる
V780	動詞,非自立,*,*,一段,連用形,そびれる
V781	動詞,非自立,*,*,一段,連用形,たげる
V782	動詞,非自立,*,*,一段,連用形,つける
V783	動詞,非自立,*,*,一段,連用形,つづける
V784	動詞,非自立,*,*,一段,連用形,づける
V785	動詞,非自立,*,*,一段,連用形,てる
V786	動詞,非自立,*,*,一段,連用形,できる
V787	動詞,非自立,*,*,一段,連用形,でる
V788	動詞,非自立,*,*,一段,連用形,のける
V789	動詞,非自立,*,*,一段,連用形,はじめる
V790	動詞,非自立,*,*,一段,連用形,みせる
V791	動詞,非自立,*,*,一段,連用形,みる
V792	動詞,非自立,*,*,一段,連用形,もらえる
V793	動詞,非自立,*,*,一段,連用形,上げる
V794	動詞,非自立,*,*,一段,連用形,代える
V795	動詞,非自立,*,*,一段,連用形,切れる
V796	動詞,非自立,*,*,一段,連用形,変える
V797	動詞,非自立,*,*,一段,連用形,始める
V798	動詞,非自立,*,*,一段,連用形,得る
V799	動詞,非自立,*,*,一段,連用形,忘れる
V800	動詞,非自立,*,*,一段,連用形,惚れる
V801	動詞,非自立,*,*,一段,連用形,振れる
V802	動詞,非自立,*,*,一段,連用形,換える
V803	動詞,非自立,*,*,一段,連用形,替える
V804	動詞,非自立,*,*,一段,連用形,枯れる
V805	動詞,非自立,*,*,一段,連用形,染みる
V806	動詞,非自立,*,*,一段,連用形,終える
V807	動詞,非自立,*,*,一段,連用形,続ける
V808	動詞,非自立,*,*,一段,連用形,過ぎる
V809	動詞,非自立,*,*,一段,連用形,願える
V810	動詞,非自立,*,*,一段・クレル,仮定形,くれる
V811	動詞,非自立,*,*,一段・クレル,仮定縮約１,くれる
V812	動詞,非自立,*,*,一段・クレル,命令ｅ,くれる
V813	動詞,非自立,*,*,一段・クレル,命令ｒｏ,くれる
V814	動詞,非自立,*,*,一段・クレル,命令ｙｏ,くれる
V815	動詞,非自立,*,*,一段・クレル,基本形,くれる
V816	動詞,非自立,*,*,一段・クレル,未然ウ接続,くれる
V817	動詞,非自立,*,*,一段・クレル,未然形,くれる
V818	動詞,非自立,*,*,一段・クレル,未然特殊,くれる
V819	動詞,非自立,*,*,一段・クレル,連用形,くれる
V820	動詞,非自立,*,*,一段・得ル,仮定形,うる
V821	動詞,非自立,*,*,一段・得ル,仮定形,得る
V822	動詞,非自立,*,*,一段・得ル,基本形,うる
V823	動詞,非自立,*,*,一段・得ル,基本形,得る
V824	動詞,非自立,*,*,五段・カ行イ音便,仮定形,いただく
V825	動詞,非自立,*,*,五段・カ行イ音便,仮定形,おく
V826	動詞,非自立,*,*,五段・カ行イ音便,仮定形,とく
V827	動詞,非自立,*,*,五段・カ行イ音便,仮定形,どく
V828	動詞,非自立,*,*,五段・カ行イ音便,仮定形,ぬく
V829	動詞,非自立,*,*,五段・カ行イ音便,仮定形,めく
V830	動詞,非自立,*,*,五段・カ行イ音便,仮定形,付く
V831	動詞,非自立,*,*,五段・カ行イ音便,仮定形,抜く
V832	動詞,非自立,*,*,五段・カ行イ音便,仮定形,炊く
V833	動詞,非自立,*,*,五段・カ行イ音便,仮定形,焚く
V834	動詞,非自立,*,*,五段・カ行イ音便,仮定形,続く
V835	動詞,非自立,*,*,五段・カ行イ音便,仮定形,頂く
V836	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,いただく
V837	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,おく
V838	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,とく
V839	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,どく
V840	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,ぬく
V841	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,めく
V842	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,付く
V843	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,抜く
V844	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,炊く
V845	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,焚く
V846	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,続く
V847	動詞,非自立,*,*,五段・カ行イ音便,仮定縮約１,頂く
V848	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,いただく
V849	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,おく
V850	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,とく
V851	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,どく
V852	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,ぬく
V853	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,めく
V854	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,付く
V855	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,抜く
V856	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,炊く
V857	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,焚く
V858	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,続く
V859	動詞,非自立,*,*,五段・カ行イ音便,命令ｅ,頂く
V860	動詞,非自立,*,*,五段・カ行イ音便,基本形,いただく
V861	動詞,非自立,*,*,五段・カ行イ音便,基本形,おく
V862	動詞,非自立,*,*,五段・カ行イ音便,基本形,とく
V863	動詞,非自立,*,*,五段・カ行イ音便,基本形,どく
V864	動詞,非自立,*,*,五段・カ行イ音便,基本形,ぬく
V865	動詞,非自立,*,*,五段・カ行イ音便,基本形,めく
V866	動詞,非自立,*,*,五段・カ行イ音便,基本形,付く
V867	動詞,非自立,*,*,五段・カ行イ音便,基本形,抜く
V868	動詞,非自立,*,*,五段・カ行イ音便,基本形,炊く
V869	動詞,非自立,*,*,五段・カ行イ音便,基本形,焚く
V870	動詞,非自立,*,*,五段・カ行イ音便,基本形,続く
V871	動詞,非自立,*,*,五段・カ行イ音便,基本形,頂く
V872	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,いただく
V873	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,おく
V874	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,とく
V875	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,どく
V876	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,ぬく
V877	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,めく
V878	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,付く
V879	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,抜く
V880	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,炊く
V881	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,焚く
V882	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,続く
V883	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続,頂く
V884	動詞,非自立,*,*,五段・カ行イ音便,未然形,いただく
V885	動詞,非自立,*,*,五段・カ行イ音便,未然形,おく
V886	動詞,非自立,*,*,五段・カ行イ音便,未然形,とく
V887	動詞,非自立,*,*,五段・カ行イ音便,未然形,どく
V888	動詞,非自立,*,*,五段・カ行イ音便,未然形,ぬく
V889	動詞,非自立,*,*,五段・カ行イ音便,未然形,めく
V890	動詞,非自立,*,*,五段・カ行イ音便,未然形,付く
V891	動詞,非自立,*,*,五段・カ行イ音便,未然形,抜く
V892	動詞,非自立,*,*,五段・カ行イ音便,未然形,炊く
V893	動詞,非自立,*,*,五段・カ行イ音便,未然形,焚く
V894	動詞,非自立,*,*,五段・カ行イ音便,未然形,続く
V895	動詞,非自立,*,*,五段・カ行イ音便,未然形,頂く
V896	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,いただく
V897	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,おく
V898	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,とく
V899	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,どく
V900	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,ぬく
V901	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,めく
V902	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,付く
V903	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,抜く
V904	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,炊く
V905	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,焚く
V906	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,続く
V907	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,頂く
V908	動詞,非自立,*,*,五段・カ行イ音便,連用形,いただく
V909	動詞,非自立,*,*,五段・カ行イ音便,連用形,おく
V910	動詞,非自立,*,*,五段・カ行イ音便,連用形,とく
V911	動詞,非自立,*,*,五段・カ行イ音便,連用形,どく
V912	動詞,非自立,*,*,五段・カ行イ音便,連用形,ぬく
V913	動詞,非自立,*,*,五段・カ行イ音便,連用形,めく
V914	動詞,非自立,*,*,五段・カ行イ音便,連用形,付く
V915	動詞,非自立,*,*,五段・カ行イ音便,連用形,抜く
V916	動詞,非自立,*,*,五段・カ行イ音便,連用形,炊く
V917	動詞,非自立,*,*,五段・カ行イ音便,連用形,焚く
V918	動詞,非自立,*,*,五段・カ行イ音便,連用形,続く
V919	動詞,非自立,*,*,五段・カ行イ音便,連用形,頂く
V920	動詞,非自立,*,*,五段・カ行促音便,仮定形,いく
V921	動詞,非自立,*,*,五段・カ行促音便,仮定形,く
V922	動詞,非自立,*,*,五段・カ行促音便,仮定形,てく
V923	動詞,非自立,*,*,五段・カ行促音便,仮定形,でく
V924	動詞,非自立,*,*,五段・カ行促音便,仮定形,行く
V925	動詞,非自立,*,*,五段・カ行促音便,仮定縮約１,いく
V926	動詞,非自立,*,*,五段・カ行促音便,仮定縮約１,く
V927	動詞,非自立,*,*,五段・カ行促音便,仮定縮約１,てく
V928	動詞,非自立,*,*,五段・カ行促音便,仮定縮約１,でく
V929	動詞,非自立,*,*,五段・カ行促音便,仮定縮約１,ク
V930	動詞,非自立,*,*,五段・カ行促音便,仮定縮約１,行く
V931	動詞,非自立,*,*,五段・カ行促音便,命令ｅ,いく
V932	動詞,非自立,*,*,五段・カ行促音便,命令ｅ,く
V933	動詞,非自立,*,*,五段・カ行促音便,命令ｅ,てく
V934	動詞,非自立,*,*,五段・カ行促音便,命令ｅ,でく
V935	動詞,非自立,*,*,五段・カ行促音便,命令ｅ,行く
V936	動詞,非自立,*,*,五段・カ行促音便,基本形,いく
V937	動詞,非自立,*,*,五段・カ行促音便,基本形,く
V938	動詞,非自立,*,*,五段・カ行促音便,基本形,てく
V939	動詞,非自立,*,*,五段・カ行促音便,基本形,でく
V940	動詞,非自立,*,*,五段・カ行促音便,基本形,行く
V941	動詞,非自立,*,*,五段・カ行促音便,未然ウ接続,いく
V942	動詞,非自立,*,*,五段・カ行促音便,未然ウ接続,く
V943	動詞,非自立,*,*,五段・カ行促音便,未然ウ接続,てく
V944	動詞,非自立,*,*,五段・カ行促音便,未然ウ接続,でく
V945	動詞,非自立,*,*,五段・カ行促音便,未然ウ接続,行く
V946	動詞,非自立,*,*,五段・カ行促音便,未然形,いく
V947	動詞,非自立,*,*,五段・カ行促音便,未然形,く
V948	動詞,非自立,*,*,五段・カ行促音便,未然形,てく
V949	動詞,非自立,*,*,五段・カ行促音便,未然形,でく
V950	動詞,非自立,*,*,五段・カ行促音便,未然形,行く
V951	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく
V952	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く
V953	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,てく
V954	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,でく
V955	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く
V956	動詞,非自立,*,*,五段・カ行促音便,連用形,いく
V957	動詞,非自立,*,*,五段・カ行促音便,連用形,く
V958	動詞,非自立,*,*,五段・カ行促音便,連用形,てく
V959	動詞,非自立,*,*,五段・カ行促音便,連用形,でく
V960	動詞,非自立,*,*,五段・カ行促音便,連用形,行く
V961	動詞,非自立,*,*,五段・カ行促音便ユク,仮定形,ゆく
V962	動詞,非自立,*,*,五段・カ行促音便ユク,仮定形,行く
V963	動詞,非自立,*,*,五段・カ行促音便ユク,仮定縮約１,ゆく
V964	動詞,非自立,*,*,五段・カ行促音便ユク,仮定縮約１,行く
V965	動詞,非自立,*,*,五段・カ行促音便ユク,命令ｅ,ゆく
V966	動詞,非自立,*,*,五段・カ行促音便ユク,命令ｅ,行く
V967	動詞,非自立,*,*,五段・カ行促音便ユク,基本形,ゆく
V968	動詞,非自立,*,*,五段・カ行促音便ユク,基本形,行く
V969	動詞,非自立,*,*,五段・カ行促音便ユク,未然ウ接続,ゆく
V970	動詞,非自立,*,*,五段・カ行促音便ユク,未然ウ接続,行く
V971	動詞,非自立,*,*,五段・カ行促音便ユク,未然形,ゆく
V972	動詞,非自立,*,*,五段・カ行促音便ユク,未然形,行く
V973	動詞,非自立,*,*,五段・カ行促音便ユク,連用形,ゆく
V974	動詞,非自立,*,*,五段・カ行促音便ユク,連用形,行く
V975	動詞,非自立,*,*,五段・サ行,仮定形,いたす
V976	動詞,非自立,*,*,五段・サ行,仮定形,だす
V977	動詞,非自立,*,*,五段・サ行,仮定形,つくす
V978	動詞,非自立,*,*,五段・サ行,仮定形,なおす
V979	動詞,非自立,*,*,五段・サ行,仮定形,出す
V980	動詞,非自立,*,*,五段・サ行,仮定形,尽くす
V981	動詞,非自立,*,*,五段・サ行,仮定形,直す
V982	動詞,非自立,*,*,五段・サ行,仮定形,致す
V983	動詞,非自立,*,*,五段・サ行,仮定縮約１,いたす
V984	動詞,非自立,*,*,五段・サ行,仮定縮約１,だす
V985	動詞,非自立,*,*,五段・サ行,仮定縮約１,つくす
V986	動詞,非自立,*,*,五段・サ行,仮定縮約１,なおす
V987	動詞,非自立,*,*,五段・サ行,仮定縮約１,出す
